ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
1582.0,2023-11-26,Mise à jour échouée,disque dur est tombé panne,Faible,Ouvert,Equipe Support
1583.0,2023-09-23,Surcharge,impossible daccéder internet,Faible,Ouvert,Equipe Support
1584.0,2023-09-06,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Sécurité
1585.0,2023-11-14,Surcharge,impossible daccéder internet,Élevée,Résolu,Equipe Systèmes
1586.0,2023-01-10,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1587.0,2023-10-11,Surcharge,impossible daccéder internet,Moyenne,Ouvert,Equipe Réseau
1588.0,2023-09-16,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1589.0,2023-11-25,Surcharge,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
1590.0,2023-11-08,Surcharge,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Support
1591.0,2023-05-19,Intrusion,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Systèmes
1592.0,2023-08-16,Intrusion,capacité bande passante dépassée,Faible,Ouvert,Equipe Systèmes
1593.0,2023-06-15,Panne matérielle,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
1594.0,2023-10-18,Panne matérielle,impossible daccéder internet,Moyenne,Ouvert,Equipe Support
1595.0,2023-06-21,Intrusion,serveur web est surchargé,Faible,Résolu,Equipe Support
1596.0,2023-05-13,Surcharge,capacité bande passante dépassée,Critique,Résolu,Equipe Sécurité
1597.0,2023-06-25,Surcharge,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
1598.0,2023-10-05,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Sécurité
1599.0,2023-10-19,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
1600.0,2023-08-19,Surcharge,base données est sous forte charge,Faible,Ouvert,Equipe Support
1601.0,2023-07-12,Intrusion,connexion intermittente détectée,Faible,Résolu,Equipe Réseau
1602.0,2023-02-01,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
1603.0,2023-10-03,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Support
1604.0,2023-12-04,Intrusion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Sécurité
1605.0,2023-09-22,Intrusion,malware a été trouvé sur serveur,Critique,En cours,Equipe Réseau
1606.0,2023-08-06,Intrusion,accès suspects ont été détectés,Moyenne,En cours,Equipe Systèmes
1607.0,2023-09-10,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
1608.0,2023-07-01,Panne matérielle,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Systèmes
1609.0,2023-07-22,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Support
1610.0,2023-10-02,Panne matérielle,disque dur est tombé panne,Critique,En cours,Equipe Support
1611.0,2023-07-27,Panne matérielle,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1612.0,2023-05-23,Panne matérielle,carte réseau ne répond plus,Élevée,Résolu,Equipe Sécurité
1613.0,2023-03-07,Panne matérielle,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1614.0,2023-09-18,Panne matérielle,capacité bande passante dépassée,Élevée,En cours,Equipe Sécurité
1615.0,2023-02-24,Panne matérielle,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1616.0,2023-10-29,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Support
1617.0,2023-06-21,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1618.0,2023-09-06,Intrusion,disque dur est tombé panne,Faible,Ouvert,Equipe Support
1619.0,2023-05-23,Problème de connexion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1620.0,2023-04-03,Surcharge,échec mise jour logiciel,Critique,Résolu,Equipe Systèmes
1621.0,2023-02-16,Mise à jour échouée,serveur web est surchargé,Critique,En cours,Equipe Support
1622.0,2023-04-06,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Support
1623.0,2023-05-05,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1624.0,2023-04-29,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Support
1625.0,2023-10-22,Surcharge,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Systèmes
1626.0,2023-09-24,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Systèmes
1627.0,2023-08-18,Mise à jour échouée,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
1628.0,2023-11-11,Problème de connexion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Support
1629.0,2023-05-25,Intrusion,base données est sous forte charge,Faible,En cours,Equipe Support
1630.0,2023-04-06,Problème de connexion,échec mise jour logiciel,Faible,En cours,Equipe Réseau
1631.0,2023-04-13,Surcharge,connexion intermittente détectée,Critique,Résolu,Equipe Support
1632.0,2023-01-23,Problème de connexion,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
1633.0,2023-12-08,Surcharge,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1634.0,2023-09-13,Surcharge,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Réseau
1635.0,2023-05-03,Intrusion,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
1636.0,2023-06-08,Panne matérielle,mise jour firmware a échoué,Faible,Résolu,Equipe Réseau
1637.0,2023-05-21,Panne matérielle,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Support
1638.0,2023-03-28,Mise à jour échouée,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1639.0,2023-04-29,Intrusion,disque dur est tombé panne,Moyenne,Résolu,Equipe Sécurité
1640.0,2023-10-24,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Réseau
1641.0,2023-08-24,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Support
1642.0,2023-09-16,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Réseau
1643.0,2023-07-22,Problème de connexion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1644.0,2023-08-27,Mise à jour échouée,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1645.0,2023-01-31,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Résolu,Equipe Sécurité
1646.0,2023-10-28,Problème de connexion,base données est sous forte charge,Élevée,Ouvert,Equipe Support
1647.0,2023-04-23,Problème de connexion,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
1648.0,2023-11-16,Intrusion,mise jour firmware a échoué,Faible,En cours,Equipe Support
1649.0,2023-04-30,Panne matérielle,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Réseau
1650.0,2023-10-27,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Systèmes
1651.0,2023-06-20,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
1652.0,2023-06-19,Intrusion,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Sécurité
1653.0,2023-05-01,Panne matérielle,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
1654.0,2023-06-19,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Systèmes
1655.0,2023-05-28,Problème de connexion,mise jour firmware a échoué,Moyenne,Résolu,Equipe Sécurité
1656.0,2023-01-01,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
1657.0,2023-05-01,Problème de connexion,carte réseau ne répond plus,Moyenne,En cours,Equipe Systèmes
1658.0,2023-09-19,Panne matérielle,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1659.0,2023-07-14,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
1660.0,2023-05-17,Intrusion,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
1661.0,2023-05-23,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Systèmes
1662.0,2023-11-08,Surcharge,mise jour firmware a échoué,Élevée,Ouvert,Equipe Réseau
1663.0,2023-03-03,Panne matérielle,échec mise jour logiciel,Faible,En cours,Equipe Support
1664.0,2023-11-25,Surcharge,connexion intermittente détectée,Critique,Ouvert,Equipe Sécurité
1665.0,2023-05-31,Problème de connexion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1666.0,2023-01-02,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
1667.0,2023-08-11,Problème de connexion,impossible daccéder internet,Faible,Ouvert,Equipe Systèmes
1668.0,2023-12-13,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Systèmes
1669.0,2023-02-11,Intrusion,mise jour firmware a échoué,Critique,Résolu,Equipe Systèmes
1670.0,2023-12-27,Intrusion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Réseau
1671.0,2023-02-02,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Support
1672.0,2023-02-27,Problème de connexion,connexion au vpn a échoué,Critique,En cours,Equipe Support
1673.0,2023-12-31,Problème de connexion,disque dur est tombé panne,Faible,Résolu,Equipe Sécurité
1674.0,2023-01-28,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,En cours,Equipe Systèmes
1675.0,2023-11-19,Problème de connexion,serveur web est surchargé,Faible,En cours,Equipe Sécurité
1676.0,2023-11-06,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1677.0,2023-01-10,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Réseau
1678.0,2023-06-19,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Réseau
1679.0,2023-01-27,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
1680.0,2023-08-04,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Support
1681.0,2023-11-03,Surcharge,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
1682.0,2023-03-12,Panne matérielle,capacité bande passante dépassée,Critique,Résolu,Equipe Sécurité
1683.0,2023-12-04,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Systèmes
1684.0,2023-09-27,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Sécurité
1685.0,2023-05-26,Intrusion,serveur web est surchargé,Élevée,En cours,Equipe Systèmes
1686.0,2023-01-22,Problème de connexion,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
1687.0,2023-03-17,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
1688.0,2023-12-22,Mise à jour échouée,capacité bande passante dépassée,Faible,Résolu,Equipe Réseau
1689.0,2023-07-20,Surcharge,capacité bande passante dépassée,Moyenne,En cours,Equipe Sécurité
1690.0,2023-07-09,Intrusion,accès suspects ont été détectés,Faible,Résolu,Equipe Support
1691.0,2023-02-18,Panne matérielle,accès suspects ont été détectés,Critique,En cours,Equipe Systèmes
1692.0,2023-02-06,Surcharge,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1693.0,2023-11-22,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Sécurité
1694.0,2023-01-21,Problème de connexion,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1695.0,2023-06-09,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
1696.0,2023-02-02,Intrusion,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
1697.0,2023-05-23,Surcharge,échec mise jour logiciel,Critique,En cours,Equipe Réseau
1698.0,2023-08-24,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Réseau
1699.0,2023-08-18,Panne matérielle,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Sécurité
1700.0,2023-01-10,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
1701.0,2023-08-06,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Systèmes
1702.0,2023-12-05,Surcharge,connexion intermittente détectée,Faible,Résolu,Equipe Support
1703.0,2023-08-03,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Sécurité
1704.0,2023-08-06,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1705.0,2023-09-07,Panne matérielle,disque dur est tombé panne,Moyenne,En cours,Equipe Réseau
1706.0,2023-03-07,Intrusion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1707.0,2023-08-27,Problème de connexion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Sécurité
1708.0,2023-10-24,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Systèmes
1709.0,2023-09-24,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1710.0,2023-04-06,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Sécurité
1711.0,2023-03-29,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Réseau
1712.0,2023-03-28,Panne matérielle,accès suspects ont été détectés,Critique,En cours,Equipe Sécurité
1713.0,2023-09-17,Problème de connexion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
1714.0,2023-03-27,Intrusion,impossible daccéder internet,Critique,Résolu,Equipe Systèmes
1715.0,2023-10-31,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Réseau
1716.0,2023-11-14,Panne matérielle,base données est sous forte charge,Faible,En cours,Equipe Sécurité
1717.0,2023-01-19,Problème de connexion,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
1718.0,2023-11-22,Intrusion,connexion au vpn a échoué,Critique,Résolu,Equipe Réseau
1719.0,2023-09-05,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Réseau
1720.0,2023-05-14,Surcharge,disque dur est tombé panne,Moyenne,En cours,Equipe Support
1721.0,2023-06-26,Mise à jour échouée,connexion intermittente détectée,Critique,En cours,Equipe Support
1722.0,2023-07-04,Intrusion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1723.0,2023-07-03,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Systèmes
1724.0,2023-06-16,Problème de connexion,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
1725.0,2023-09-10,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Réseau
1726.0,2023-03-25,Intrusion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Support
1727.0,2023-05-05,Surcharge,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
1728.0,2023-05-26,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Réseau
1729.0,2023-04-18,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Sécurité
1730.0,2023-05-03,Intrusion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Réseau
1731.0,2023-08-15,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1732.0,2023-11-15,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Support
1733.0,2023-06-14,Panne matérielle,impossible daccéder internet,Critique,En cours,Equipe Support
1734.0,2023-04-28,Mise à jour échouée,serveur web est surchargé,Moyenne,Ouvert,Equipe Systèmes
1735.0,2023-01-31,Surcharge,tentative connexion non autorisée détectée,Moyenne,En cours,Equipe Sécurité
1736.0,2023-11-10,Surcharge,base données est sous forte charge,Élevée,Résolu,Equipe Réseau
1737.0,2023-08-17,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
1738.0,2023-01-11,Panne matérielle,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Support
1739.0,2023-12-21,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
1740.0,2023-08-07,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Systèmes
1741.0,2023-01-27,Panne matérielle,serveur web est surchargé,Élevée,En cours,Equipe Réseau
1742.0,2023-06-20,Problème de connexion,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
1743.0,2023-08-01,Intrusion,impossible daccéder internet,Moyenne,Ouvert,Equipe Sécurité
1744.0,2023-06-19,Mise à jour échouée,connexion au vpn a échoué,Faible,Résolu,Equipe Support
1745.0,2023-02-24,Panne matérielle,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
1746.0,2023-06-23,Problème de connexion,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
1747.0,2023-12-13,Surcharge,connexion intermittente détectée,Élevée,En cours,Equipe Sécurité
1748.0,2023-07-18,Panne matérielle,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1749.0,2023-12-08,Problème de connexion,malware a été trouvé sur serveur,Faible,En cours,Equipe Systèmes
1750.0,2023-04-03,Panne matérielle,base données est sous forte charge,Critique,Résolu,Equipe Support
1751.0,2023-05-02,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Support
1752.0,2023-08-10,Panne matérielle,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Support
1753.0,2023-08-09,Problème de connexion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
